,city,date,fare,ride_id,driver_count,type,,,,,,,
1582,North Jasmine,4/17/2018 10:37,11.76,4.45E+12,33,Urban,,,,,,,
1583,North Jason,4/15/2018 17:35,42.29,5.01E+12,6,Urban,,,,,,,
1584,North Jason,3/4/2018 10:14,38.49,3.34E+12,6,Urban,,,,,,,
1585,Lake Danielberg,2/17/2018 5:30,11.7,4.87E+12,19,Urban,,,,,,,
1586,Christopherfurt,4/4/2018 1:11,24.47,5.72E+11,41,Urban,,,,,,,
1587,Port Johnbury,1/4/2018 2:56,32.75,1.74E+12,3,Urban,,,,,,,
1588,Port Angela,5/4/2018 9:50,21.62,6.30E+12,67,Urban,,,,,,,
1589,Port Frank,4/28/2018 9:03,15,7.32E+12,23,Urban,,,,,,,
1590,North Barbara,1/8/2018 5:21,25.84,3.51E+12,18,Urban,,,,,,,
1591,North Jason,4/14/2018 19:46,8.05,7.83E+12,6,Urban,,,,,,,
1592,Barajasview,1/12/2018 23:20,21.64,3.01E+12,26,Urban,,,,,,,
1593,North Jasmine,1/13/2018 16:18,16.92,5.90E+12,33,Urban,,,,,,,
1594,South Karenland,4/25/2018 5:20,36.71,7.09E+12,4,Urban,,,,,,,
1595,West Gabriel,2/20/2018 9:30,28.13,7.47E+12,57,Urban,,,,,,,
1596,Carriemouth,3/25/2018 21:25,26.4,4.29E+12,52,Urban,,,,,,,
1597,Huntermouth,3/17/2018 15:43,30.31,6.91E+12,37,Urban,,,,,,,
1598,Valentineton,1/12/2018 5:52,42.31,5.90E+12,45,Urban,,,,,,,
1599,East Kaylahaven,1/29/2018 6:40,26.79,5.04E+12,65,Urban,,,,,,,
1600,Lake Danielberg,4/12/2018 5:18,41.45,5.34E+12,19,Urban,,,,,,,
1601,West Robert,1/15/2018 8:14,33.91,2.16E+12,39,Urban,,,,,,,
1602,Williamsstad,4/4/2018 6:55,31.52,7.78E+11,59,Urban,,,,,,,
1603,Port David,4/22/2018 23:30,30.03,7.36E+12,7,Urban,,,,,,,
1604,Karenside,3/3/2018 18:15,19.19,1.72E+12,5,Urban,,,,,,,
1605,Valentineton,3/16/2018 23:59,5.23,7.41E+12,45,Urban,,,,,,,
1606,New Kimberlyborough,4/3/2018 3:36,43.07,5.60E+12,33,Urban,,,,,,,
1607,New Jacobville,4/20/2018 5:31,13.35,9.26E+12,50,Urban,,,,,,,
1608,Joneschester,4/13/2018 18:44,27.36,7.53E+12,39,Urban,,,,,,,
1609,Joneschester,4/20/2018 9:40,30.12,8.97E+12,39,Urban,,,,,,,
1610,Jerryton,3/24/2018 12:17,31.47,5.42E+12,64,Urban,,,,,,,
1611,Grahamburgh,1/3/2018 15:37,17.61,7.88E+12,61,Urban,,,,,,,
1612,Royland,1/18/2018 0:03,32.11,4.55E+12,64,Urban,,,,,,,
1613,West Robert,3/10/2018 20:00,6.74,6.68E+12,39,Urban,,,,,,,
1614,Karenside,2/19/2018 20:56,17.41,1.22E+12,5,Urban,,,,,,,
1615,Williamsview,4/18/2018 2:07,39.79,8.75E+12,46,Urban,,,,,,,
1616,Simpsonburgh,3/3/2018 8:45,7.63,4.18E+12,21,Urban,,,,,,,
1617,West Angela,5/7/2018 1:03,12.35,2.05E+12,48,Urban,,,,,,,
1618,West Heidi,1/15/2018 11:49,21.44,83498621902,28,Urban,,,,,,,
1619,Leahton,3/13/2018 9:17,36.79,6.21E+12,17,Urban,,,,,,,
1620,Reynoldsfurt,2/14/2018 11:25,39.4,9.07E+12,67,Urban,,,,,,,
1621,Christopherfurt,3/13/2018 1:47,32.05,2.79E+12,41,Urban,,,,,,,
1622,Raymondhaven,3/20/2018 2:20,38.53,8.66E+12,11,Urban,,,,,,,
1623,Port Johnbury,3/26/2018 7:22,7.63,8.09E+12,3,Urban,,,,,,,
1624,West Gabriel,5/5/2018 1:24,27.57,4.43E+12,57,Urban,,,,,,,
1625,Barronchester,1/27/2018 3:08,27.79,6.65E+12,11,Suburban,,,,,,,
1626,East Kentstad,4/7/2018 19:44,18.75,6.58E+12,20,Suburban,,,,,,,
1627,Lake Omar,1/17/2018 21:33,21.71,9.67E+11,22,Suburban,,,,,,,
1628,Myersshire,2/27/2018 17:38,17.1,5.71E+12,19,Suburban,,,,,,,
1629,West Hannah,4/19/2018 1:06,37.78,2.27E+12,12,Suburban,,,,,,,
1630,East Marymouth,3/29/2018 8:36,37.6,6.37E+12,5,Suburban,,,,,,,
1631,New Raymond,2/25/2018 21:40,20.44,5.98E+12,17,Suburban,,,,,,,
1632,Lake Robertside,1/11/2018 20:17,46.51,6.57E+12,4,Suburban,,,,,,,
1633,Josephside,3/30/2018 9:45,44.74,5.59E+12,25,Suburban,,,,,,,
1634,Brandonfort,1/14/2018 12:35,28.02,8.10E+12,10,Suburban,,,,,,,
1635,Josephside,2/7/2018 6:56,31.94,3.19E+12,25,Suburban,,,,,,,
1636,New Raymond,3/21/2018 1:45,22.12,6.03E+12,17,Suburban,,,,,,,
1637,Lewisland,2/14/2018 17:38,42.31,5.80E+11,4,Suburban,,,,,,,
1638,East Kentstad,1/22/2018 20:43,35.01,8.75E+12,20,Suburban,,,,,,,
1639,Myersshire,4/29/2018 6:08,17.99,1.13E+12,19,Suburban,,,,,,,
1640,Myersshire,1/10/2018 6:32,45.81,7.01E+12,19,Suburban,,,,,,,
1641,Lewisland,1/30/2018 15:08,32.4,5.10E+12,4,Suburban,,,,,,,
1642,West Hannah,3/22/2018 20:18,25.86,7.62E+12,12,Suburban,,,,,,,
1643,North Richardhaven,2/18/2018 10:21,41.54,4.27E+12,1,Suburban,,,,,,,
1644,New Olivia,3/29/2018 2:52,44.12,7.72E+12,20,Suburban,,,,,,,
1645,New Shannonberg,3/19/2018 8:13,25.46,3.75E+11,20,Suburban,,,,,,,
1646,Barronchester,5/5/2018 4:03,30.38,2.28E+12,11,Suburban,,,,,,,
1647,Nicolechester,2/9/2018 12:26,40.83,85473064902,19,Suburban,,,,,,,
1648,New Raymond,3/18/2018 12:07,36.26,3.15E+12,17,Suburban,,,,,,,
1649,New Raymond,5/3/2018 12:23,48.56,9.50E+12,17,Suburban,,,,,,,
1650,Victoriaport,4/21/2018 15:21,12.13,3.31E+12,16,Suburban,,,,,,,
1651,South Teresa,1/29/2018 12:51,38.47,5.75E+12,21,Suburban,,,,,,,
1652,North Richardhaven,4/7/2018 0:32,36.32,5.01E+12,1,Suburban,,,,,,,
1653,East Aaronbury,3/19/2018 10:43,20.04,4.12E+12,7,Suburban,,,,,,,
1654,South Teresa,2/23/2018 4:35,46.02,4.62E+12,21,Suburban,,,,,,,
1655,Bethanyland,4/1/2018 22:04,38.71,8.22E+12,22,Suburban,,,,,,,
1656,Lake Scott,1/10/2018 11:08,37.96,8.13E+12,23,Suburban,,,,,,,
1657,East Marymouth,1/16/2018 15:44,46.2,1.18E+12,5,Suburban,,,,,,,
1658,North Jeffrey,2/4/2018 22:35,29.87,7.91E+12,11,Suburban,,,,,,,
1659,Rodriguezview,3/27/2018 19:44,49.65,8.75E+12,20,Suburban,,,,,,,
1660,Bethanyland,3/15/2018 19:42,37.09,6.24E+12,22,Suburban,,,,,,,
1661,East Kentstad,5/1/2018 17:35,39.29,1.99E+12,20,Suburban,,,,,,,
1662,Myersshire,1/6/2018 11:43,22.8,4.99E+11,19,Suburban,,,,,,,
1663,Lake Robertside,3/5/2018 11:48,29.12,4.06E+12,4,Suburban,,,,,,,
1664,Sotoville,3/29/2018 22:38,34.97,7.31E+12,10,Suburban,,,,,,,
1665,South Brenda,4/28/2018 4:21,27.86,5.86E+12,1,Suburban,,,,,,,
1666,Port Shane,4/9/2018 15:34,27.66,4.02E+12,7,Suburban,,,,,,,
1667,Lake Omar,3/26/2018 5:52,48.26,5.01E+12,22,Suburban,,,,,,,
1668,Lake Robertside,4/30/2018 20:45,22.26,2.02E+11,4,Suburban,,,,,,,
1669,Lake Robertside,3/18/2018 8:04,44.21,9.84E+12,4,Suburban,,,,,,,
1670,South Brenda,4/21/2018 3:08,17.8,3.50E+12,1,Suburban,,,,,,,
1671,North Timothy,4/6/2018 10:06,38.39,4.78E+12,7,Suburban,,,,,,,
1672,Nicolechester,4/10/2018 4:41,38.08,8.12E+12,19,Suburban,,,,,,,
1673,Port Shane,4/23/2018 16:05,42.26,8.34E+12,7,Suburban,,,,,,,
1674,New Shannonberg,4/20/2018 2:52,30.82,6.83E+12,20,Suburban,,,,,,,
1675,Veronicaberg,1/19/2018 23:24,19.28,2.35E+12,20,Suburban,,,,,,,
1676,West Hannah,1/9/2018 3:44,14.41,1.04E+12,12,Suburban,,,,,,,
1677,Port Shane,3/2/2018 12:06,14.95,2.80E+12,7,Suburban,,,,,,,
1678,Nicolechester,3/8/2018 19:51,16.35,1.05E+12,19,Suburban,,,,,,,
1679,Victoriaport,4/22/2018 12:38,16.31,6.07E+12,16,Suburban,,,,,,,
1680,New Raymond,1/5/2018 17:58,22.5,7.83E+12,17,Suburban,,,,,,,
1681,New Shannonberg,2/1/2018 4:31,34.09,8.59E+12,20,Suburban,,,,,,,
1682,East Marymouth,4/27/2018 5:31,36.11,8.31E+12,5,Suburban,,,,,,,
1683,Williamsonville,1/9/2018 23:59,48.73,6.51E+12,2,Suburban,,,,,,,
1684,East Kentstad,4/19/2018 21:05,22.42,1.14E+12,20,Suburban,,,,,,,
1685,Victoriaport,2/2/2018 19:14,25.68,9.00E+12,16,Suburban,,,,,,,
1686,New Raymond,1/2/2018 15:38,45.32,8.88E+12,17,Suburban,,,,,,,
1687,Victoriaport,4/2/2018 17:12,12.19,6.99E+12,16,Suburban,,,,,,,
1688,Barronchester,4/25/2018 19:11,36.13,2.66E+12,11,Suburban,,,,,,,
1689,Brandonfort,4/8/2018 20:02,35.64,6.11E+12,10,Suburban,,,,,,,
1690,Lewishaven,4/19/2018 1:08,21.92,7.11E+12,23,Suburban,,,,,,,
1691,Brandonfort,3/22/2018 16:17,38.66,4.75E+12,10,Suburban,,,,,,,
1692,Port Shane,3/26/2018 4:33,19.03,6.01E+12,7,Suburban,,,,,,,
1693,East Marymouth,3/21/2018 11:01,17.43,1.62E+12,5,Suburban,,,,,,,
1694,New Shannonberg,1/15/2018 12:26,35.34,7.45E+12,20,Suburban,,,,,,,
1695,New Shannonberg,5/5/2018 5:25,16.77,8.39E+12,20,Suburban,,,,,,,
1696,Lake Ann,2/14/2018 17:13,42.13,6.19E+12,3,Suburban,,,,,,,
1697,Victoriaport,3/14/2018 3:47,16.5,7.11E+12,16,Suburban,,,,,,,
1698,North Richardhaven,1/22/2018 14:55,18.45,2.63E+12,1,Suburban,,,,,,,
1699,Rodriguezview,4/20/2018 0:03,23.58,3.29E+12,20,Suburban,,,,,,,
1700,Grayville,4/6/2018 3:38,18.11,6.20E+12,2,Suburban,,,,,,,
1701,Lake Robertside,1/13/2018 18:22,28.37,5.20E+12,4,Suburban,,,,,,,
1702,West Hannah,2/1/2018 2:36,33.85,8.30E+12,12,Suburban,,,,,,,
1703,New Olivia,2/5/2018 19:25,47.15,7.74E+12,20,Suburban,,,,,,,
1704,Grayville,4/28/2018 11:40,43.22,6.02E+12,2,Suburban,,,,,,,
1705,Port Shane,3/15/2018 12:09,31.58,2.55E+12,7,Suburban,,,,,,,
1706,Myersshire,3/26/2018 11:33,28.71,2.18E+12,19,Suburban,,,,,,,
1707,Lake Ann,4/30/2018 11:42,14.56,5.47E+12,3,Suburban,,,,,,,
1708,Colemanland,4/20/2018 2:52,20.83,2.98E+12,23,Suburban,,,,,,,
1709,West Kimmouth,1/4/2018 10:24,20.69,1.69E+12,4,Suburban,,,,,,,
1710,Lake Ann,3/6/2018 8:49,13.61,1.26E+12,3,Suburban,,,,,,,
1711,Lake Scott,4/29/2018 22:08,25.75,4.96E+12,23,Suburban,,,,,,,
1712,Mezachester,3/25/2018 12:57,21.89,2.29E+12,14,Suburban,,,,,,,
1713,Brandonfort,5/2/2018 3:14,48.63,4.44E+12,10,Suburban,,,,,,,
1714,Lake Scott,3/26/2018 8:40,26.24,1.98E+12,23,Suburban,,,,,,,
1715,Veronicaberg,4/24/2018 19:16,49.45,5.88E+12,20,Suburban,,,,,,,
1716,Lewisland,1/25/2018 20:46,32.38,8.33E+12,4,Suburban,,,,,,,
1717,Lake Scott,5/7/2018 12:33,21.72,7.63E+12,23,Suburban,,,,,,,
1718,East Marymouth,4/3/2018 12:18,26.93,3.38E+12,5,Suburban,,,,,,,
1719,Sotoville,4/22/2018 1:33,46.5,7.09E+12,10,Suburban,,,,,,,
1720,North Richardhaven,3/3/2018 6:14,18.17,3.25E+12,1,Suburban,,,,,,,
1721,New Shannonberg,2/9/2018 4:01,37.52,3.11E+12,20,Suburban,,,,,,,
1722,New Raymond,5/1/2018 5:16,14.2,1.54E+12,17,Suburban,,,,,,,
1723,Brandonfort,1/2/2018 1:41,49.95,1.30E+12,10,Suburban,,,,,,,
1724,Lake Scott,1/3/2018 17:02,47.97,8.02E+12,23,Suburban,,,,,,,
1725,Nicolechester,5/2/2018 19:37,36.59,6.82E+12,19,Suburban,,,,,,,
1726,East Marymouth,5/1/2018 20:10,13.17,9.05E+12,5,Suburban,,,,,,,
1727,Myersshire,1/25/2018 5:27,35.65,3.46E+12,19,Suburban,,,,,,,
1728,Nicolechester,3/4/2018 3:06,27.67,1.79E+12,19,Suburban,,,,,,,
1729,Davidfurt,1/5/2018 13:42,31.48,1.95E+12,23,Suburban,,,,,,,
1730,Josephside,3/12/2018 19:25,29.47,1.70E+12,25,Suburban,,,,,,,
1731,Myersshire,1/2/2018 16:59,33.62,6.49E+12,19,Suburban,,,,,,,
1732,Sotoville,1/25/2018 6:31,24.13,7.37E+12,10,Suburban,,,,,,,
1733,Veronicaberg,2/2/2018 3:49,26.42,8.46E+12,20,Suburban,,,,,,,
1734,Josephside,1/18/2018 6:31,33.07,7.13E+12,25,Suburban,,,,,,,
1735,Rodriguezview,2/17/2018 14:10,22.76,2.75E+12,20,Suburban,,,,,,,
1736,Lewisland,4/8/2018 19:51,35.16,5.72E+12,4,Suburban,,,,,,,
1737,Sotoville,4/23/2018 20:31,34.87,99483095214,10,Suburban,,,,,,,
1738,Davidfurt,1/17/2018 17:58,28.28,6.65E+12,23,Suburban,,,,,,,
1739,Mezachester,1/22/2018 0:59,40.67,1.96E+12,14,Suburban,,,,,,,
1740,Josephside,3/3/2018 19:43,17.39,1.28E+12,25,Suburban,,,,,,,
1741,Mezachester,3/18/2018 2:32,40.81,9.43E+12,14,Suburban,,,,,,,
1742,New Shannonberg,2/26/2018 12:23,16.39,1.11E+12,20,Suburban,,,,,,,
1743,East Marymouth,3/8/2018 4:55,43.79,1.70E+12,5,Suburban,,,,,,,
1744,South Brenda,1/19/2018 0:13,44.36,6.11E+12,1,Suburban,,,,,,,
1745,Colemanland,3/5/2018 4:33,13.39,8.89E+12,23,Suburban,,,,,,,
1746,New Shannonberg,5/3/2018 21:53,34.08,1.77E+12,20,Suburban,,,,,,,
1747,East Aaronbury,3/16/2018 11:15,20.59,6.15E+12,7,Suburban,,,,,,,
1748,East Aaronbury,1/27/2018 9:53,28.56,5.98E+12,7,Suburban,,,,,,,
1749,East Danielview,2/25/2018 3:54,26.33,5.14E+11,22,Suburban,,,,,,,
1750,Barronchester,3/31/2018 6:05,44.24,1.25E+12,11,Suburban,,,,,,,
1751,Mezachester,4/26/2018 3:30,30.75,3.18E+12,14,Suburban,,,,,,,
1752,South Teresa,4/2/2018 4:02,23.78,2.96E+11,21,Suburban,,,,,,,
1753,East Kentstad,3/24/2018 2:53,31.53,1.91E+12,20,Suburban,,,,,,,
1754,Brandonfort,3/19/2018 5:49,45.52,2.01E+11,10,Suburban,,,,,,,
1755,New Shannonberg,5/7/2018 7:08,20.52,8.31E+12,20,Suburban,,,,,,,
1756,Grayville,2/19/2018 19:52,19.52,9.23E+12,2,Suburban,,,,,,,
1757,South Teresa,3/28/2018 4:27,17.5,9.67E+12,21,Suburban,,,,,,,
1758,East Marymouth,3/12/2018 10:46,38.26,5.24E+12,5,Suburban,,,,,,,
1759,Lake Robertside,4/10/2018 3:39,34.14,9.36E+12,4,Suburban,,,,,,,
1760,Colemanland,3/2/2018 2:11,36.81,1.17E+11,23,Suburban,,,,,,,
1761,South Brenda,1/10/2018 0:17,47.52,3.07E+12,1,Suburban,,,,,,,
1762,Lewisland,1/28/2018 11:38,35.6,9.37E+12,4,Suburban,,,,,,,
1763,New Raymond,1/15/2018 12:51,47.01,3.57E+12,17,Suburban,,,,,,,
1764,North Richardhaven,1/1/2018 14:52,31.15,7.19E+12,1,Suburban,,,,,,,
1765,Josephside,4/17/2018 5:45,32.72,6.32E+12,25,Suburban,,,,,,,
1766,Nicolechester,4/5/2018 1:38,19.57,1.11E+12,19,Suburban,,,,,,,
1767,Veronicaberg,1/18/2018 10:33,33.04,4.34E+12,20,Suburban,,,,,,,
1768,Colemanland,2/20/2018 4:19,43.09,8.70E+12,23,Suburban,,,,,,,
1769,Lewishaven,4/20/2018 3:54,21.23,8.14E+12,23,Suburban,,,,,,,
1770,Mezachester,1/6/2018 2:08,39.83,8.42E+12,14,Suburban,,,,,,,
1771,Williamsonville,2/1/2018 17:54,38.9,1.25E+12,2,Suburban,,,,,,,
1772,Josephside,1/17/2018 18:16,35.68,4.97E+12,25,Suburban,,,,,,,
1773,New Olivia,4/17/2018 19:11,30.81,1.52E+12,20,Suburban,,,,,,,
1774,East Marymouth,1/27/2018 12:18,43.06,6.91E+12,5,Suburban,,,,,,,
1775,Lewishaven,4/27/2018 2:28,14.01,6.52E+12,23,Suburban,,,,,,,
1776,North Richardhaven,1/28/2018 23:31,21.85,3.78E+12,1,Suburban,,,,,,,
1777,New Raymond,3/8/2018 17:43,34.45,8.90E+12,17,Suburban,,,,,,,
1778,South Teresa,4/19/2018 7:57,17.27,6.68E+12,21,Suburban,,,,,,,
1779,Lake Ann,5/7/2018 20:40,24.89,7.36E+12,3,Suburban,,,,,,,
1780,West Kimmouth,1/13/2018 20:10,19.47,6.50E+12,4,Suburban,,,,,,,
1781,East Marymouth,4/12/2018 6:51,33.18,9.39E+12,5,Suburban,,,,,,,
1782,North Jeffrey,2/28/2018 8:46,31.14,6.80E+12,11,Suburban,,,,,,,
1783,Myersshire,1/26/2018 11:16,49.22,1.97E+12,19,Suburban,,,,,,,
1784,Williamsonville,1/17/2018 1:26,28.65,6.11E+12,2,Suburban,,,,,,,
1785,Victoriaport,1/20/2018 17:06,38.74,1.20E+11,16,Suburban,,,,,,,
1786,West Hannah,4/19/2018 21:55,24.58,2.16E+12,12,Suburban,,,,,,,
1787,Williamsonville,2/12/2018 17:54,26.49,8.22E+12,2,Suburban,,,,,,,
1788,Lake Omar,4/6/2018 20:29,40.55,8.97E+12,22,Suburban,,,,,,,
1789,East Marymouth,4/2/2018 1:04,20,9.37E+12,5,Suburban,,,,,,,
1790,Brandonfort,4/7/2018 0:42,35.76,2.97E+12,10,Suburban,,,,,,,
1791,Lake Ann,1/15/2018 19:40,28.15,3.60E+12,3,Suburban,,,,,,,
1792,Lake Robertside,1/23/2018 0:24,46.83,3.57E+12,4,Suburban,,,,,,,
1793,Brandonfort,2/6/2018 2:32,35.41,5.05E+12,10,Suburban,,,,,,,
1794,New Olivia,3/27/2018 1:37,34.65,7.35E+12,20,Suburban,,,,,,,
1795,Veronicaberg,1/8/2018 16:01,30.66,7.84E+12,20,Suburban,,,,,,,
1796,New Shannonberg,4/20/2018 3:18,41.85,5.51E+12,20,Suburban,,,,,,,
1797,Grayville,3/14/2018 23:10,25.12,3.75E+12,2,Suburban,,,,,,,
1798,South Teresa,3/12/2018 5:26,23.46,8.44E+11,21,Suburban,,,,,,,
1799,South Brenda,2/19/2018 12:50,29.37,6.76E+11,1,Suburban,,,,,,,
1800,Lewisland,1/7/2018 17:32,17.57,3.77E+12,4,Suburban,,,,,,,
1801,Lake Robertside,2/5/2018 3:17,21.45,3.67E+12,4,Suburban,,,,,,,
1802,West Hannah,2/18/2018 14:27,40.22,8.81E+12,12,Suburban,,,,,,,
1803,West Kimmouth,2/8/2018 21:11,27.93,6.52E+11,4,Suburban,,,,,,,
1804,East Marymouth,2/21/2018 19:36,41.21,2.45E+12,5,Suburban,,,,,,,
1805,Grayville,2/13/2018 6:07,48.59,4.96E+12,2,Suburban,,,,,,,
1806,New Olivia,3/5/2018 22:01,19.21,8.46E+12,20,Suburban,,,,,,,
1807,North Timothy,4/29/2018 23:10,29.39,6.61E+12,7,Suburban,,,,,,,
1808,East Kentstad,1/26/2018 4:48,39.19,9.31E+12,20,Suburban,,,,,,,
1809,East Danielview,4/19/2018 10:36,28.28,1.49E+11,22,Suburban,,,,,,,
1810,Veronicaberg,2/5/2018 20:42,46.91,3.27E+12,20,Suburban,,,,,,,
1811,West Hannah,2/6/2018 20:06,18.33,1.40E+12,12,Suburban,,,,,,,
1812,West Hannah,2/16/2018 20:00,20.35,7.96E+12,12,Suburban,,,,,,,
1813,Port Shane,3/17/2018 5:25,20.74,7.23E+12,7,Suburban,,,,,,,
1814,East Marymouth,3/6/2018 14:00,35.95,5.15E+12,5,Suburban,,,,,,,
1815,Veronicaberg,4/25/2018 18:21,24.51,6.53E+12,20,Suburban,,,,,,,
1816,Lewisland,1/25/2018 11:35,44.61,7.56E+12,4,Suburban,,,,,,,
1817,West Kimmouth,3/16/2018 18:10,35.36,6.76E+12,4,Suburban,,,,,,,
1818,North Timothy,4/20/2018 7:06,46.24,2.79E+12,7,Suburban,,,,,,,
1819,New Olivia,1/27/2018 12:15,46.97,3.20E+12,20,Suburban,,,,,,,
1820,West Hannah,3/25/2018 2:14,40.11,4.50E+12,12,Suburban,,,,,,,
1821,Lake Ann,1/24/2018 6:29,32.31,2.99E+12,3,Suburban,,,,,,,
1822,Myersshire,3/15/2018 8:22,15.71,2.81E+12,19,Suburban,,,,,,,
1823,New Raymond,2/28/2018 7:10,17.09,4.63E+12,17,Suburban,,,,,,,
1824,South Teresa,2/12/2018 2:44,33.19,7.58E+11,21,Suburban,,,,,,,
1825,North Timothy,1/22/2018 2:35,48.45,5.70E+12,7,Suburban,,,,,,,
1826,East Danielview,4/7/2018 6:31,18.98,6.29E+12,22,Suburban,,,,,,,
1827,Lake Scott,1/30/2018 2:27,48.78,1.36E+12,23,Suburban,,,,,,,
1828,Grayville,4/14/2018 21:00,49.85,9.37E+12,2,Suburban,,,,,,,
1829,South Teresa,3/25/2018 1:20,17.99,7.61E+12,21,Suburban,,,,,,,
1830,Lake Robertside,4/1/2018 3:17,28.07,1.68E+12,4,Suburban,,,,,,,
1831,Barronchester,3/2/2018 23:36,36.49,4.03E+12,11,Suburban,,,,,,,
1832,Nicolechester,5/2/2018 19:48,23.06,5.83E+12,19,Suburban,,,,,,,
1833,Lewishaven,1/15/2018 15:04,22.44,9.66E+12,23,Suburban,,,,,,,
1834,Lake Omar,2/26/2018 11:53,12.49,4.14E+12,22,Suburban,,,,,,,
1835,Victoriaport,1/23/2018 19:59,27.09,3.33E+11,16,Suburban,,,,,,,
1836,Williamsonville,3/19/2018 8:30,44.85,9.12E+12,2,Suburban,,,,,,,
1837,South Brenda,1/3/2018 21:29,19.99,5.35E+12,1,Suburban,,,,,,,
1838,New Olivia,1/25/2018 12:12,39.12,7.57E+12,20,Suburban,,,,,,,
1839,New Raymond,5/3/2018 8:35,13.36,8.61E+12,17,Suburban,,,,,,,
1840,West Kimmouth,2/6/2018 0:42,13.59,8.84E+12,4,Suburban,,,,,,,
1841,West Hannah,5/5/2018 7:51,36.08,1.87E+12,12,Suburban,,,,,,,
1842,East Aaronbury,4/19/2018 17:18,29.27,7.20E+12,7,Suburban,,,,,,,
1843,Lewisland,3/10/2018 2:11,40.27,6.28E+12,4,Suburban,,,,,,,
1844,North Timothy,1/14/2018 16:59,15.06,1.24E+12,7,Suburban,,,,,,,
1845,Rodriguezview,2/15/2018 10:47,45.4,5.20E+11,20,Suburban,,,,,,,
1846,North Jeffrey,3/7/2018 2:57,29.34,2.59E+12,11,Suburban,,,,,,,
1847,Josephside,2/22/2018 14:39,16.97,1.76E+12,25,Suburban,,,,,,,
1848,Grayville,1/3/2018 13:04,12.6,8.66E+12,2,Suburban,,,,,,,
1849,West Kimmouth,3/7/2018 22:30,29.43,7.68E+12,4,Suburban,,,,,,,
1850,Davidfurt,3/26/2018 4:20,28.69,5.10E+12,23,Suburban,,,,,,,
1851,South Brenda,1/16/2018 3:08,20.27,3.32E+12,1,Suburban,,,,,,,
1852,North Timothy,1/17/2018 20:12,40.87,1506044208,7,Suburban,,,,,,,
1853,North Richardhaven,3/14/2018 0:49,13.09,5.41E+12,1,Suburban,,,,,,,
1854,New Raymond,3/17/2018 4:31,18.09,5.03E+12,17,Suburban,,,,,,,
1855,North Jeffrey,2/28/2018 5:55,46.4,7.55E+12,11,Suburban,,,,,,,
1856,Lake Scott,2/18/2018 1:12,38.47,1.40E+12,23,Suburban,,,,,,,
1857,Colemanland,1/1/2018 0:46,47.74,2.22E+12,23,Suburban,,,,,,,
1858,Lake Robertside,3/27/2018 8:12,29.07,2.04E+12,4,Suburban,,,,,,,
1859,West Hannah,1/27/2018 19:15,22.42,3.20E+12,12,Suburban,,,,,,,
1860,Bethanyland,2/11/2018 17:43,23.06,4.37E+12,22,Suburban,,,,,,,
1861,Bethanyland,5/3/2018 4:50,40.85,6.70E+12,22,Suburban,,,,,,,
1862,New Olivia,4/10/2018 6:25,30.41,7.89E+12,20,Suburban,,,,,,,
1863,North Timothy,2/25/2018 0:01,22.27,8.60E+12,7,Suburban,,,,,,,
1864,West Kimmouth,1/17/2018 9:19,24.22,8.38E+12,4,Suburban,,,,,,,
1865,Lewishaven,3/2/2018 7:48,33.22,8.10E+11,23,Suburban,,,,,,,
1866,Grayville,2/18/2018 10:30,12.55,1.00E+12,2,Suburban,,,,,,,
1867,East Marymouth,5/4/2018 23:18,39.07,4.46E+12,5,Suburban,,,,,,,
1868,Davidfurt,3/15/2018 5:02,48.34,2.41E+12,23,Suburban,,,,,,,
1869,Sotoville,1/1/2018 2:07,24.07,7.83E+12,10,Suburban,,,,,,,
1870,Mezachester,4/29/2018 16:20,28.43,7.29E+12,14,Suburban,,,,,,,
1871,Veronicaberg,1/20/2018 5:00,22.02,4.11E+12,20,Suburban,,,,,,,
1872,Lewishaven,1/2/2018 17:52,20.68,8.84E+12,23,Suburban,,,,,,,
1873,Josephside,3/19/2018 17:33,37.42,6.76E+12,25,Suburban,,,,,,,
1874,West Kimmouth,4/5/2018 11:36,28.07,3.87E+12,4,Suburban,,,,,,,
1875,New Raymond,3/6/2018 17:11,15.53,6.12E+12,17,Suburban,,,,,,,
1876,Barronchester,4/7/2018 14:43,21.95,9.36E+12,11,Suburban,,,,,,,
1877,South Teresa,2/24/2018 16:51,48.8,8.24E+12,21,Suburban,,,,,,,
1878,Lake Robertside,1/14/2018 19:24,21.46,2.93E+12,4,Suburban,,,,,,,
1879,Josephside,2/7/2018 20:52,15.98,6.79E+12,25,Suburban,,,,,,,
1880,West Hannah,2/17/2018 17:21,12.6,2.73E+12,12,Suburban,,,,,,,
1881,South Brenda,3/23/2018 2:01,40.53,2.62E+12,1,Suburban,,,,,,,
1882,Williamsonville,2/19/2018 7:48,22.23,1.78E+12,2,Suburban,,,,,,,
1883,New Raymond,1/7/2018 10:02,28.74,4.25E+12,17,Suburban,,,,,,,
1884,Brandonfort,1/11/2018 16:25,37.35,8.70E+12,10,Suburban,,,,,,,
1885,Colemanland,2/21/2018 22:04,30.97,4.05E+12,23,Suburban,,,,,,,
1886,South Teresa,4/19/2018 20:01,34.93,9.23E+12,21,Suburban,,,,,,,
1887,Myersshire,3/25/2018 8:26,18.16,2.36E+12,19,Suburban,,,,,,,
1888,East Danielview,3/2/2018 2:47,14.32,2.11E+12,22,Suburban,,,,,,,
